,Unnamed: 0,Assessment,Question,Proof,Identify.Base.Case,Prove.Base.Case,Hypothesis.is.stated,Hypothesis.is.given.some.bound,Goal.is.Clear,Expression.of.Size.k.1.is.decomposed.into.expression.of.size.k,Inductive.Hypothesis.is.applied,Graded.By,Semester
623,624,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"When $n = 0$, $2 - \frac 2 {3^n} = 2 - 2 = 0 = g(0)$

When $n = 1$, $2 - \frac 2 {3^n} = 2 - \frac 2 3 = \frac 4 3$

So $g(n) = 2 - \frac 2 {3^n}$ for $n = 0$ and $1$

Suppose $g(n) = 2 - \frac 2 {3^n}$ for $n = 0, 1, ..., k$

We need to show that $g(k + 1) = 2 - \frac 2 {3^{k + 1}}$

$g(k + 1) = \frac 4 3 g(k) - \frac 1 3 g(k - 1)$

By the induction hypothesis, $g(k) = 2 - \frac 2 {3^k}$ and $g(k - 1) = 2 - \frac 2 {3^{k - 1}}$

So $g(k + 1) = \frac 4 3 (2 - \frac 2 {3^k}) - \frac 1 3 (2 - \frac 2 {3^{k - 1}})$

$ = \frac 8 3 - \frac 8 {3^{k + 1}} - \frac 2 3 + \frac 2 {3^k}$

$ = 2 - \frac {8 - 2 \times 3} {3^{k + 1}}$

$ = 2 - \frac 2 {3 ^ {k + 1}}$ Q.E.D.",2,2,2,2,2,2,2,Seth,sp22
624,625,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"We can first compute some examples.

$g(2)=\frac{4}{3}g(1)-\frac{1}{3}g(0)=\frac{4}{3}g(1)=$

$g(3)=\frac{4}{3}g(2)-\frac{1}{3}g(1)=(\frac{4}{3})^2g(1)-\frac{1}{3}g(1)=\frac{13}{9}g(1)$

$g(4)=\frac{4}{3}g(3)-\frac{1}{3}g(2)=$

",0,0,0,0,0,0,0,Seth,sp22
625,626,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"We are going to prove that g(n) = 2 - 2/3^n for any natural number n using induction.

Suppose there is a P(n) such that P(n) = 2 - 2/3^n

p(0) = 2-2 = 0

p(1) = 2-2/3 = 4/3

So this covers all base cases and shows that the equation works for all sets n such that P(n) works for 1,2,3,4,...,n

Since P(n) works lets suppose that there is a p(k-1) such that p(k-1) = 2- 2/3^k-1. We can prove this using P(k-1) = 4/3p(k-1-1) - 1/3p(k-1-2), for k >= 2

.
Again I really don't know where to go... I would need more time with the material and more studying
.

so this proves that g(n) = 2 - 2/3^n for any natural number n QED
",2,2,1,1,1,2,0,Seth,sp22
626,627,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"## Prove: 

$g(n) = 2 - \frac{2}{3^n}$

# Base case:
Let n = 0. $g(0) = 0 = 2 - \frac{2}{3^0} = 2-2 = 0$. The case stands.

Let n = 1. $g(1) = \frac{4}{3} = 2 - \frac{2}{3} = \frac{4}{3}$. The case stands.

Let n = 2. $g(2) = \frac{4}{3}g(2-1)-\frac{1}{3}g(2-2)=\frac{16}{9} = 2 - \frac{2}{3^2} = \frac{16}{9}$. The case stands.

## Inductive Hypothesis:
$g(n) = 2 - \frac{2}{3^n}$ for all n.

## Inductive prove:
Let n = k+2.

$g(k+2) = \frac{4}{3}g(k+2-1)-\frac{1}{3}g(k+2-2) = \frac{4}{3}g(k+1)-\frac{1}{3}g(k) =\frac{4}{3}((2 - \frac{2}{3^{k+1}}))-\frac{1}{3}(2 - \frac{2}{3^k}) = \frac{8}{3}-\frac{8}{3^{k+2}}-\frac{2}{3}+\frac{2}{3^{k+1}} = 2+\frac{6}{3^{k+2}}-\frac{8}{3^{k+2}}=2 - \frac{2}{3^{k+2}}$

So the case stands.

Q.E.D.",2,2,1,1,2,2,2,Seth,sp22
627,628,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"consider k = 0; g(k) = 2 - 2/3^0 = 2 - 2 = 0. So it is true for k = 0.

consider k = 1, g(k) = 2 - 2/3 = 4/3. So it is true for k = 1.

Now consider k + 1, g(k + 1) = 2 - 2/3^(k+1). By definition, g(k+1) = 4/3g(k) -1/3 g(k-1) = 4/3(2-2/3^k) -1/3(2- 2/3^(k-1)) = 2- 2/3^(k+1). so it is true for k +1. whichi is what we need to show.",2,2,0,0,2,2,2,Seth,sp22
628,629,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"if n is 2, (4/3)g(2-1)-(1/3)g(2-2)=(4/3)(4/3)-0=(16/9)
g(2)=2-(2/(3^2))=2-(2/9)=(16/9)
",0,2,0,0,0,0,0,Seth,sp22
629,630,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Proof by induction on $n$.

Inductive Predicate: $g(n)= 2-\frac{2}{3^n}$.

Inductive Hypothesis: $g(n)= 2-\frac{2}{3^n}$ holds for all $n = 0, 1, 2, ..., k-1 $. We need to show this holds for $n = k$

Base Case: $g(0)=2-2/1=0$. $g(1)=2-2/3=4/3$. $g(2)=\frac{4}{3}g(1) - \frac{1}{3}g(0) = \frac{16}{9}$, and also $2-\frac{2}{3^2} = \frac{16}{9}$. So all base cases hold.

Inductive Claim: We need to show $g(k)= 2-\frac{2}{3^k}$.

So, $g(k) = \frac{4}{3}g(k-1)-\frac{1}{3}g(k-2)$. Applying the inductive hypothesis we get $\frac{4}{3}(2-\frac{2}{3^{k-1}})-\frac{1}{3}(2-\frac{2}{3^{k-2}}))$.

Simplifying, $\frac{4}{3}(2-\frac{2}{3^{k-1}})-\frac{1}{3}(2-\frac{2}{3^{k-2}})) = \frac{8}{3}-\frac{8}{3^k}-\frac{2}{3}+\frac{2}{3^{k-1}} = 2-\frac{8}{3^k}+\frac{6}{3^k}  = 2-\frac{2}{3^k}$.

Thus, we have proved $g(k)=2-\frac{2}{3^k}$, which is what we needed to show.",2,2,2,2,2,2,2,Seth,sp22
630,631,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Let us prove these statements by induction on recurrence.

To start off, we are given 3 distinct pieces of information. 

g(0) = 0, g(1) = 4/3, and the third equation.

In order to use induction to prove that g(n) = 2 - 2/3^n, we must see the recurrence.

For n = 2, we can see that 4/3g is the case. For 3, we can see that 8/3g + -1/3g = 7/3g. For 4, we can see that 4g - 2/3g = 10/3g. Thus, as n gets larger by one, the equation increments by 1g (3/3g).

Thus, we can prove by recurrence that  2-2/3^n is true by the recurring fact above about the incrementation.

Thus, this is what we needed to prove.",0,0,0,0,0,0,0,Seth,sp22
631,632,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,I don't know how to do proofs by induction.,0,0,0,0,0,0,0,Seth,sp22
632,633,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Proof by induction

base case: for n = 0, g(0) = 2 -2/3^0 = 0. for n = 1, g(1) = 2 -2/3 = 4/3. so base cases hold true

inductive predicate: g(n): 2 - 2/3^n for all natural numbers n

Inductive hypothesis: we asssume that g(n): 2 - 2/3^n is true for all natural numbers n = 0,1,2,3.....k-1

Inductive step: we need to show that g(n) is true for n = k

g(k) = 4/3 g(k -1) - 1/3 g(k - 2)
from inductive hypothesis
g(k) = 8/3 - 8/3^(k) - (2/3 - 2/3^(k-1)) = 2 - 2/3^k

which is what we needed to show.
hence, proved.",2,2,2,2,2,2,1,Seth,sp22
633,634,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Let g : Natural implies Rational, where g(0) = 0, g(1) = 4/3, g(n) = 4/3(n-1) - 1/3(g(n-2) is n is greater than or equal to 2.

We are given g(0) = 0, and plugging in 0 into the equation we are proving, we get: g(n) = 2 - 2/3^0 is 2-2, which also equals 0.

We are given g(1) = 4/3, and plugging in 1 into the equation we are proving, we get: as g(n) = 2 - 2/3^1 is 6/3 - 2/3, which also equals 4/3.

g(n) = 4/3g(n-1) - 1/3g(n-2) if n is greater than or equal to 2.

4/3g(n-1) - 1/3g(n-2) = 2 - 2/3^n if n is greater than or equal to 2.

Plugging in 2 to both of the equations yield the same answer, and the value for g(n) = 2 - 2/3^n is equal to the values given for g(0) and g(1).

g(n) = 2 - 2/3^n for any number n. 




",2,2,0,0,0,0,0,Seth,sp22
634,635,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"I don't know if this counts as induction, but I will try my best.

We must prove that $g(n) = 2 - \frac{2}{3^n}$ is equivalent to the first definition of $g(n)$. 

$g(0) = 2-\frac{2}{3^0} = 2-2=0$

$g(1) = 2-\frac{2}{3^1} = 2-\frac{2}{3}=\frac{4}{3}$

Let n be any natural number. 

$g(n) = 2 - \frac{2}{3^n}$


$= \frac{6}{3} + \frac{-8+6}{3^n}$

$=\frac{8}{3} - \frac{8}{3^n} - \frac{2}{3} + \frac{2}{3^{n-1}}$

$=\frac{4}{3} (2-\frac{2}{3^{n-1}}) - \frac{1}{3}(2-\frac{2}{3^{n-2}})$

$=\frac{4}{3} g(n-1) - \frac{1}{3}g(n-2)$

QED
",2,2,0,0,0,0,0,Seth,sp22
635,636,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"surpose that g(n) = 2 - 2/3^{n}
g(1) = 4/3
g(2) = 4/3g(1) - 1/3g (0) = 16/9 = 2 - 2/3^{2}
g(n+1) = 4/3g(n) - 1/3g(n-1) = 4/3(2 - 2/3^{n}) - 1/3(2-2^3{n-1}) = 8/3 - 8*3^{n+1} - 2/3 + 2/3^{n}
       = 2 -  8*3^{n+1} + 6/3^{n+1} = 2 - 2/3^{n+1}
so g(n) = 2 - 2/3^{n}",1,2,0,0,0,0,0,Seth,sp22
636,637,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Proof by induction on $n$.
<br>
*Induction Predicate*: Let $P(n)$ be a statement such that $P(n)$ is true when $g(n)=2-\frac{2}{3^n}$, where $n$ is a natural number.
<br>
*Base Cases*:
<br>
$n=0$. When $n=0$, $g(0)=0$. Additionally, $2-\frac{2}{3^0} = 2-2 = 0$. Because $0=0$, the statement $P(n)$ is true when $n=0$.
<br>
$n=1$. When $n=1$, $g(1) = \frac{4}{3}$. In addition, $2-\frac{2}{3^1} = 2-\frac{2}{3} = \frac{4}{3}$. Because $\frac{4}{3} = \frac{4}{3}$, $P(n)$ is also true when $n=1$.
<br>
*Induction Hypothesis*: Suppose $P(n)$ is true for all natural numbers $0,1,2,...,k$. In other words, for these numbers, $g(n)=2-\frac{2}{3^n}$ holds true.
<br>
*Induction Step*: Then, $P(k+1)$ must also be true. In other words, $g(k+1) = 2-\frac{2}{3^{k+1}}$.
<br>
Using the equation $g(n)$ for $n \geq 2$, we have the equation $g(k+1)=\frac{4}{3}g(k)-\frac{1}{3}g(k-1)$.
<br>
By the induction hypothesis, $g(k) = 2-\frac{2}{3^k}$ and $g(k-1) = 2-\frac{2}{3^{k-1}}$.
<br>
Therefore,
<br>
$g(k+1)=\frac{4}{3}(2-\frac{2}{3^k})-\frac{1}{3}(2-\frac{2}{3^{k-1}})$.
<br>
$g(k+1)=\frac{8}{3}-\frac{8}{3^{k+1}}-\frac{2}{3}+\frac{2}{3^k}$.
<br>
As a result, $g(k+1)=2-\frac{2}{3^{k+1}}$, which is what we needed to show.",2,2,2,2,2,2,2,Seth,sp22
637,638,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"let g(n) = 2-2/3^n
if g(0) = 0 then g(n-1) = g(o) and n >= 2
we have that g(n) is >= 2 for n.",0,0,0,0,0,0,0,Seth,sp22
638,639,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"According to the question, when n = 0, g(0) = 0; when n = 1, g(1) = 4/3 = 2 - $\frac{2}{3^1}$. When n = 2, g(2) = 4/3g(1) - 1/3g(0) = 16/9-0=2 -$\frac{2}{3^2}$. So the first three cases are correct. Let k be an integer > 2. K is supposed to satisfy g(k + 1) = 4/3g(k) - 1/3g(k - 1) = 2 - $\frac{2}{3^{k+1}}$. So g(k - 1) = 2 -$\frac{2}{3^{k-1}} = 2 - \frac{6}{3^k}$ and  g(k) = 2 -$\frac{2}{3^{k}}$. Then 4/3 g(k) - 1/3 g(k-1) = 8/3 - $\frac{8}{3^{k+1}}$ - 2/3 + $\frac{2}{3^k}$. Since $\frac{2}{3^k} = \frac{6}{3^{k+1}}$, 4/3 g(k) - 1/3 g(k-1) can be simplified into 2 - $\frac{2}{3^{k+1}}$ = g(k+1). This is what we need to prove.",2,2,0,0,2,2,2,Seth,sp22
639,640,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Case 1: Suppose n = 0 and g(0) = 0. 2 - 2/3^0 = 0, so this is true when n = 0.

Case 2: Suppose n = 1 and g(1) = 4/3. 2 - 2/3^2 = 4/3, so this is true when n = 1.

Case 3: Suppose n is a natural number greater than or equal to 2 and g(n) = 4/3(g(n-1)) - 1/3(g(n - 2)). ",2,2,0,0,0,0,0,Seth,sp22
640,641,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Base case: using the equation, g(n) = 2 - 2/(3^n), g(0) = 0 and g(1) = 4/3, which matches the information given. Not really sure how to do this one",2,2,0,0,0,0,0,Seth,sp22
641,642,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,I dont know how to do a proof by induction,0,0,0,0,0,0,0,Seth,sp22
642,643,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Proof by induction

Base case:

g(2) = $\frac43g(n-1) -\frac13 g(n-2) = \frac43 g(1)- \frac13 g(0) = \frac43(\frac43)- \frac13(0) = \frac{16}9$
and g(2) = $2- \frac2{3^2} = 2 - \frac29 = \frac{16}9$.

Induction:

Assume that $g(k-1) = 2-\frac2{3^{k-1}}$ and that $g(k-2) = 2-\frac2{3^{k-2}}$

Then $g(k) = \frac43(2-\frac2{3^{k-1}}) - \frac13(2-\frac2{3^{k-2}})$

$ = (\frac83 - \frac{4*2}{3*3^{k-1}}) - (\frac23 - \frac{2}{3*3^{k-2}}) $

$ = \frac63 - \frac{4*2}{3*3^{k-1}} + \frac{2}{3*3^{k-2}} $.

$ = 2 - \frac{8}{3^{k}} + \frac{2}{3^{k-1}} $

$ = 2 - \frac{8}{3^{k}} + \frac{3*2}{3^{k}} $

$ = 2 - \frac{8}{3^{k}} + \frac{6}{3^{k}} $

$ = 2 - \frac{2}{3^{k}} $

Therefore g(n) = $ 2-\frac2{3^n}$ for any natural number n greater than or equal to 2.

Additionally:

g(0) = 0
and
g(0) = $2 - \frac2{3^0} = 2-2 = 0$.

g(1) = 4/3 and g(1) = $2 - \frac2{3^1} = 2 - 2/3 = 4/3$.

Therefore g(n) = $ 2-\frac2{3^n}$ for any natural number n, QED.",1,2,2,2,2,2,2,Seth,sp22
643,644,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"n = 0: g(0) = 0

n = 1: g(1) = $\frac{4}{3}$

n = 2: g(2) = $\frac{4}{3}$g(2-1) - $\frac{1}{3}$g(2-2) = $\frac{4}{3}\frac{4}{3}$ - $\frac{1}{3}$(0) = $\frac{16}{9}$

n = 3: g(3) = $\frac{4}{3}$g(3-1) - $\frac{1}{3}$g(3-2) = $\frac{4}{3}\frac{16}{9}$ - $\frac{1}{3}\frac{4}{3}$ = $\frac{64}{27}$ - $\frac{4}{9}$ = $\frac{52}{27}$

If we use the equation g(n) = 2 - $\frac{2}{3^n}$, 

n = 0: g(0) = 2 - $\frac{2}{3^0}$ = 0

n = 1: g(1) = 2 - $\frac{2}{3^1}$ = $\frac{4}{3}$

n = 2: g(2) = 2 - $\frac{2}{3^2}$ = $\frac{16}{9}$

n = 3: g(3) = 2 - $\frac{2}{3^3}$ = $\frac{52}{27}$

The calculations shown above prove that g(n) = 2 - $\frac{2}{3^n}$ for any natural number n.",2,2,0,0,0,0,0,Seth,sp22
644,645,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Let g be defined as above. $2-\frac{2}{3^0} = 0 = g(0)$ Furthermore, $2-\frac{2}{3^1} = \frac{4}{3} = g(1)$. $g(n) = $

$g(n)=2-\frac{2}{3^0} $ which is what we needed to show.",2,2,0,0,0,0,0,Seth,sp22
645,646,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"We will prove this claim by induction. The claim to prove is that g(n) = 4/3(g(n-1))-1/3(g(n-2)) for n>=2. The inductive base is that this claim holds true for n = 2. For n=2, 16/9 = 4/3(4/3) - 0. 2 - 2/3^2 = 16/9, hence the base case is true. By substitution, we see that this claim is true for any integers from 1 to n, all the natural numbers. Hence, by recursion, we see that induction proves this claim is true.",1,2,0,0,0,0,0,Seth,sp22
646,647,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"The following is an inductive proof on n. First, the base case g(2) will be proven to be equivalent for both definitions of g(n). $g(2) = \frac{4}{3}g(1) - \frac{1}{3}g(0) = \frac{4}{3}(\frac{4}{3}) - \frac{1}{3}(0) = \frac{16}{9} = \frac{18}{9} - \frac{2}{9} = 2 - \frac{2}{3^2} = g(2)$. Next we take the inductive hypothesis to be $g(n) = \frac{4}{3}g(n-1) - \frac{1}{3}g(n-2) = 2 - \frac{2}{3^n}$. We show the inductive step holds as follows. $g(n+1) = \frac{4}{3}g(n) - \frac{1}{3}g(n-1)$. By the inductive hypothesis, $g(n+1) = \frac{4}{3}g(n) - \frac{1}{3}g(n-1) = \frac{4}{3}(2 - \frac{2}{3^n}) - \frac{1}{3}(2 - \frac{2}{3^{n-1}}) = \frac{8}{3} - \frac{8}{3^{n+1}} - \frac{2}{3} + \frac{2}{3^{n}} = \frac{6}{3} - \frac{8}{3^{n+1}} + \frac{6}{3^{n+1}}$$ = 2 - \frac{2}{3^{n+1}}$. Thus, the inductive step is proven to hold and the inductive hypothesis is shown to be true.",1,2,2,1,2,2,2,Seth,sp22
647,648,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"P(n) : g(n)=2-$\frac{2}{3^{n}}$

base case: P(0): g(0)=2-2=0, true

P(1): g(1)=2-$\frac{2}{3}$=$\frac{4}{3}$, true

Induction: P(n) is true.

Inductive step: g(n)=$\frac{4}{3}$(2-$\frac{2}{3^{n-1}}$)-$\frac{1}{3}$(2-$\frac{2}{3^{n-2}}$) = 2-$\frac{2}{3^{n}}$

This is what we wanted to show.",2,2,2,1,2,2,2,Seth,sp22
648,649,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"$g(2) = \frac{4}{3}g(1) - \frac{1}{3}g(0) = \frac{16}{9}$

For every iteration, we can see that each argument is multiplied by a fraction with a denominator of 3 n times, and the numerator equates to ${4^n} - $",1,1,0,0,0,0,0,Seth,sp22
649,650,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Inductive hypothesis: g(n) = 2 - 2/3^n

suppose g(n) = 2 - 2/3^n where n is >= 2.
g(0)= 0
g(1) = 4/3
g(n) = 4/3 (g(n-1)) - (1/3)g(n-2) for n >= 2. 

Inductive step: assume something and prove that",0,0,0,0,0,0,0,Seth,sp22
650,651,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"The g(n) function provided is essentially a recursive call with g(0) and g(1) being base cases. Through this recursion, the g(n) provided will essentially break down into equaling 2 - 2/(3^n) for any natural number n.",0,0,0,0,0,0,0,Seth,sp22
651,652,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Proof by induction

Inductive predicate: 

$ P(n) : g(n) = 2 - 2/3^n $

Base cases: 

$P(0) : g(0) = 2 - 2/3^0 = 2 - 2 = 0$

$P(1) : g(1) = 2 - 2/3 = 4/3$

Both base cases are true.

Inductive hypothesis: $P(0), P(1), P(2), ... P(k-1)$ hold.

Prove P(k) holds:

$ P(k) : g(k) = 2 - 2/3^k$

Start with left side.

$g(k) = \frac{4}{3}g(k-1) - \frac{1}{3}g(k-2) = \frac{4}{3}(2-\frac{2}{3^{k-1}}) - \frac{1}{3}(2-\frac{2}{3^{k-2}}) $

$(\frac{8}{3}-\frac{8}{3(3^{k-1})}) - (\frac{2}{3}-\frac{2}{3(3^{k-2})}) = 2+\frac{2}{3(3^{k-2})} - \frac{8}{3(3^{k-1})} = ? $

I made an algebra error.

",2,2,2,2,2,2,2,Seth,sp22
652,653,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Claim: g(n) = 2 - 2/3^n, where n >= 2. 
(Once again, I don't know how proof by induction works)

g(n) = g(n - 1) + 4/3g (n - 1)

We now set g (n - 1) == 4. 

g(n) = 4 + 4/3(g(n)).

From there, you find a way to bring it to the point where you have a summation, and you an turn that summmation into 2 - 2/3^n. I don't know how to do this though.",0,0,0,0,0,0,0,Seth,sp22
653,654,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,g(n) = 2 - 2/(3^n) for any natural number n.,0,0,0,0,0,0,0,Seth,sp22
654,655,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Proof of induction on n 

Inductive Predicate: 

Inductive Step: 4/3g(n-1) - 1/3g(n-2)

Inductive Hypothesis: If N is in R, then 2 -2/3^n holds true for any natural number n

g(2) = 4/3*4/3 = 16/9, which is 4/3 in its reduced form. 

g(3) = 16/9 - 4/9 = 12/9 = 4/3 in its reduced form

Therefore there is a common ratio of 4/3 for each increase in n. 


From the equation g(n) = 2 - 2/3^n, the maximum value of g(n) can be 2, and since n >= 2 for 4/3g(n-1) - 1/3g(n-2), if the two equations are set equal to each other, the two sides hold true.

Therefore, byb proof of induction, g(n) = 2 - 2/3^n for any natural number n.

",1,1,1,1,0,0,0,Seth,sp22
655,656,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Provided the rule g(n) = (4/3)g(n-1)-1/3g(n-2) for n >= 2, we can begin to create a pattern, beginning with 2.
Replacing each instance of n with 2 gives us g(2) = 16/9. Next, we can rewrite the g(n) equation, seeing now that g(n) = (4/3)(4/3)^n-1/3(4/3)^(n-1). Since we have two equations now that are represented by g(n), we can set them equal to each other. (4/3)(4/3)^n-1/3(4/3)^(n-1) = 2-(2/3^n). Using some algebra to simplify the equation will eventually net us an equation that has infinitely many solutions. This result, in turn, demonstrates that the two equations are equal, proving that the second equation, g(n) = 2-(2/3^n), also satisfies the predefined suppositions of the original hypothesis. In conclusion, g(n) = 2-(2/3^n) works for any natural number n, because it is equal to all of the original equation's suppositions, which was proven through mathematical equivalence.",0,1,0,0,0,0,0,Seth,sp22
656,657,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"proof by induction on n.

inductive predicate: P(n) = 2 - (2 / 3^n)
base case : g(0) = P(0) = 2 - (2/3^0) = 0 which is true. g(1) = 2 - (2 / 3^1) which is 4/3, also true. since the base cases are true, P(n) must be true.
inductive hypothesis: for n = 0, 1, .., k - 1, there must be a k where P(n) is true. 
inductive step : show P(k) is true.

for g(n) = 4/3 g (n-1) - 1/3 g (n - 2) if g(n) is substituted for P(k-1) we get 4/3P(k) - 1/3P(k-1). and since G(n) and P(n) are supposedly the same but for all n instead of n >= 2, we can equal the two equations

4/3 P(k) - 1/3P(k-1) = 2 - (2 /3^k) = 4/3 (2 - 2/3^k) - 1/3 (2 - 2/3^k) = 2 - 2/3^k.

if the left side is simplified out it becomes 2 - 2/3^k which is equal to the right side. thus, g(n) = 2-2/3^n is true for any natural number n which is what we needed to show.",2,2,1,1,2,2,2,Seth,sp22
657,658,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"g(n - 1) = 2 - (2/(3^(n - 1))).
g(n - 2) = 2 - (2/(3^(n - 2))).
(4/3)g(n - 1) - (1/3)g(n - 2) = (4/3)(2 - (2/(3^(n - 1)))) - (1/3)(2 - (2/(3^(n - 2)))).",0,0,0,0,0,0,0,Seth,sp22
658,659,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Prove g(n) = 2 - $\frac{2}{3^n}$ for any natural number n

We can use a sample value such as n = 3 to see that this is true.

g(3) = $\frac{4}{3}$g(2) - $\frac{1}{3}$g(1)

g(2) = $\frac{4}{3}$g(1) - $\frac{1}{3}$g(0)

g(1) = $\frac{4}{3}$

g(0) = 0

g(3) = $\frac{4}{3}$($\frac{4}{3}$g(1) - $\frac{1}{3}$g(0)) - $\frac{1}{3}$g(1)

g(3) = $\frac{4}{3}$($\frac{4}{3}$($\frac{4}{3}$)) - $\frac{1}{3}$($\frac{4}{3}$)

g(3) = $\frac{64}{27}$ - $\frac{4}{9}$ = $\frac{52}{27}$

Plugging this in for g(n) = 2 - $\frac{2}{3^n}$

g(3) = $\frac{54}{27}$ - $\frac{2}{27}$ = $\frac{52}{27}$

Both cases are equal as expected.

",1,2,0,0,0,0,0,Seth,sp22
659,660,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"g(n + 1) = 4/3g(n) - 1/3 g(n-1). since g(n-1) = 3/4g(n) - 1/4g(n-2), g(n + 1)= 7/12g(n) + 1/4g(n -2). g(n -2)= 4g(n-1)-3g(n) g(n + 1)= 19/12g(n)- 3/4g(n-1). Thus g(n - 1)should be the same way. THus gn(2- 2/3^n). QED",0,0,0,0,0,0,0,Seth,sp22
660,661,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Let n be a natural number. 

case 1: n  0 
    
    
g(0) = 2 - 2/3^0 = 0

case 2: n = 1

g(1) = 2 - (2/3) = 4/3

case 3:

4/3(g(n - 1) - 1/3g(n-2) = 2 - 2/3^n which is what we needed to prove",2,2,0,0,1,0,0,Seth,sp22
661,662,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Base Case: Let $n=1$, then $g(1) = 2 - \frac{2}{3} = \frac{4}{3}$, so the statment is true for this case.

Inductive Statement: Let n be a natural number and n = $k+1$, then we must show that $g(k+1) = 2 - \frac{2}{3^{k+1}}$.

Proof by Induction:",1,2,0,1,2,0,0,Seth,sp22
662,663,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Proof by Induction:

Base case: g(0) = 0, g(1) = 4/3.

Suppose g(k) = 2 - 2/(3^k) for all natural number k = 0, 1, ..., n

g(k) = 4/3*g(k-1) - 1/3*g(k-2) =  4/3((2 - 2/(3^k-1)) - 1/3(2 - 2/(3^k-2))).

if k = 2, g(k) = 4/3*g(1) - 1/3*g(0) = 4/3(4/3) - 1/3*0 = 16/9.

then g(k) would be 2 - 2/(3^2) = 16/9.

Therefore g(n) = 2 - 2/(3^n) is proved by induction with the given definition of g for any natural number n, QED.
",2,1,2,2,1,2,2,Seth,sp22
663,664,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"We will prove this claim using induction on n. Our inductive predicate states that $g(n) = 2 - \frac{2}{3^n}$. For our base cases of $g(0)$ and $g(1)$, the predicate proves that $g(0) = 2 - \frac{2}{1} = 0$ and that $g(1) = 2 - \frac{2}{3} = \frac{4}{3}$, meaning the claim works for both base cases. For our inductive step, for $n=2$, $g(n) = 2 - \frac{2}{3^2} = 2 - \frac{2}{9} = \frac{16}{3} = \frac{4}{3}g(1) - \frac{1}{3}g(0) = \frac{16}{3} - 0 = \frac{16}{3}$, which is what we needed to show.",2,2,0,0,0,0,0,Seth,sp22
664,665,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"let g(0) = 0

g(1) = 4/3

g(n) = 4/3g(n-1) - 1/3g(n-2) for n>=2.

for n = k+1 :
g(k+1) = 4/3g(k) - 1/3g(k-1).

= 4/3*4/3*g(k-1)-1/3*g(k-2) - 1/3g(n) + 1/3g(n-2).

",0,0,0,0,0,0,0,Seth,sp22
665,666,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Proof by induction on n

Inductive statement - $g(n) = 2 -2/(3^{n})$ for all natural numbers n >=2.

Base case - n = 2.  $\frac{4}{3}g(2-1)- \frac{1}{3} g(2-2) =  \frac{4}{3}g(1)- \frac{1}{3} g(0) =\frac{4}{3} *\frac{4}{3} = \frac{16}{9}$

$2-\frac{2}{3^{2}} = 2- \frac{2}{9} = \frac{16}{9}$.

Inductive predicate - they are equal.

QED",1,2,0,0,0,0,0,Seth,sp22
