"","Assessment","Question","Proof","Identify.Base.Case","Prove.Base.Case","Hypothesis.is.stated","Hypothesis.is.given.some.bound","Goal.is.Clear","Expression.of.Size.k.1.is.decomposed.into.expression.of.size.k","Inductive.Hypothesis.is.applied","Graded.By"
"100","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Proof of induction by n. The base case is n = 0. Substituting n = 0, we get 0, which is divisible by 6. Then, let us use the induction hypothesis, which states that for every natural number n from 0..k in 2n^3 +3n^2 + n,  it's always divisible by 6. By substituting k into the equation, we get 2k^3 +3k^2 + k, whcih then distributed gets k(2k^2 + 3k + 1), which then distributes to k(2k+1)(k+1). ",2,2,2,2,0,0,0,"Seth"
"101","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Proof by induction on n

Base Case: $n=1$, $2(1)^3+3(1)^2+1 = 6$ and 6 is divisible by 6 so the base case holds true.

I know there should be an inductive hypothesis and inductive step following but I don't know how to get those",2,2,0,0,0,0,0,"HC"
"102","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","base case: when n = 0, the function is 0, which can be divided by 6. when n = 1, the function is 6, which can be divided by 6.
",2,2,0,0,0,0,0,"HC"
"103","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Base Case:",0,0,0,0,0,0,0,"HC"
"104","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Let n be a natural number.

Base Case

Inductive Hypothesis

Inductive Step

By the definition of divides, $2n^3 + 3n^2 + n$ is divisible by 6, QED",0,0,0,0,0,0,0,"HC"
"105","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Proof by induction on n  
Let n = 0, $2(0)^3 + 3(0)^2 + 0 = 0$, which is divisible by 6.  
Suppose $2n^3 + 3n^2 + n$ is divisible by 6 for all natural numbers 0...k  
Take n = k + 1, which is equal to $2(k + 1)^3 + 3(k + 1)^2 + k + 1$  
This can be simplified to $2k^3 + 6k^2 + 6k + 2 + 3k^2 + 6k + 3 + k + 1$ which when further simplified comes out to $2k^3 + 9k^2 + 13k + 6$.  
We know that when n = k, $2k^3 + 3k^2 + k$ is divisible by 6. We can set this expression equal to the natural number p.  
Thus, we can represent n = k + 1 as $p + 6k^2 + 12k + 6$  
We can factor out a 6 from the expression that is added to p to get $p + 6(k^2 + 2k + 1)$  
Since both addends are divisible by 6, their sum is also divisible by 6.  
Thus when n = k + 1, the expression is divisible by 6 which is what we wanted to show.",2,2,2,2,2,2,2,"HC"
"106","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","2n^3+3n^2+n 

=n(2n+1)(n+1) 

Since 2 and 3 both are factors of 2n^3+3n^2+n.

For any natural number n, 2n^3+3n^2+n is divisible by 6.

Hence proved.
",0,0,0,0,0,0,0,"HC"
"107","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Proof by Induction.

For our base case, suppose n = 0. Then 2($0^3$) + 3($0^2$) + 0 = 0 + 0 + 0 = 0 which is divisible by 6.

Inductive Hypothesis: For any natural number n, 2($n^3$) + 3($n^2$) + n is divisible by 6 from 0...k.

Inductive Statement: We are trying to show 2$(k+1)^3$ + 3$(k+1)^2$ + k + 1 is divisible by 6.

This expands to k^3 + 4k^2 + 6k + 3. This simplifies to k(k^2 + 4k + 6) + 3.

k is divisible by 6 because it is an integer. 3 is divisible by 6. k^2 + 4k is divisible by 6 because it is an integer. 6 is divisible by 6.

Therefore, 2$(k+1)^3$ + 3$(k+1)^2$ + k + 1 is divisible by 6 which is what we are trying to show.

",2,2,2,2,2,0,0,"HC"
"108","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Base case:
when n = 0 0+0+0 = 0 which is divisible by 6.

Suppose that 2n^3 + 3n^2 + n is divisible by 6 for n = 0,1,2,3...,k

we need to prove that when n = k+1, it is divisible by 6",2,2,2,2,2,0,0,"HC"
"109","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","when n = 1, $2n^3 + 3n^2 + n = 6$ which is divisible by 6
assume that the claim is true when n=k
prove that the claim is true when n = k+1

$2(k+1)^{3}+3(k+1)^{2}+k+1$ = ",2,2,2,2,2,0,0,"HC"
"110","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","For our base case, when n = 0, $2n^3 + 3n^2 + n = 0$ which is divisible by 6.

For our inductive hypothesis, for some k, $2n^3 + 3n^2 + n$ is divisible by 6 for each n in 0...k + 1.

$2*(k + 1)^3 + 3*(k+1)^2 + (k+1) = (k+1)*(2(k+1)^2 + 3(k+1) + 1)$

We can set k+1 equal to some integer p.

Then, by definition of divides, $6s = p*(2p^2 = 3p +1)$ for some integer s.

We can set another integer t = s/p.

Then, $6t = (2p^2 = 3p +1)$ which means that it is divisible by 6 which is what we needed to prove. ",2,2,2,2,0,0,0,"HC"
"111","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Lets prove by induction and let P(n) = to the claim above. 

Base cases: when n = 0; then 2(0)^3 + 3(0)^2 + 0 = 0 which is divisible by 6 so P(0) holds true.

Inductive Hypothesis : for a natural number k, 2k^3 + 3k^2 + k is divisible by 6.

Inductive Step : let's prove with k + 1, 2(k+1)^3 + 3(k+1)^2 + k + 1 

Simplified, 2k^3 + 9k^2 + 13k + 6

6 is divisible by 6. 

So 2k^3 + 3k^2 + k is divisible by 6, QED 
",2,2,2,2,2,2,1,"HC"
"112","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Base case: When n = 0, 2n^3 + 3n^2 + n = 0 and 0 is divisible by 6.

Inductive hypothesis: for some k, 2n^3 + 3n^2 + n is divisible by 6 for each n in 0...k-1

Inductive step: 2k^3 + 3k^2 + k is divisble by 6

Factorising out 6 means it is divisible by 6, which is what we needed to prove.",2,2,2,2,2,0,0,"HC"
"113","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Base Case: When n = 0, 2*0^3 + 3*0^2 + 0 = 0 which is divisible by 6. Inductive hypothesis: For some k, 2n^3 + 3n^2 + n is divisible by 6 for any n in 0...k-1. Now we must prove 2k^3 + 3k^2 + k is divisible by 6.",2,2,2,2,2,0,0,"HC"
"114","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Base case: When n = 0, 2(0) + 3(0) + 0 = 0, which is divisible by 6.

Inductive hypothesis: For n in 0...k, 2n$^3$ + 3n$^2$ + n is divisible by 6

Inductive step: Let n = k + 1

Therefore 2(k+1)$^3$ + 3(k+1)$^2$ + k+1 is divisible by 6",2,2,2,2,2,0,0,"HC"
"115","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","2n^3+3n^2+n = n(2n^2+3*n+1)=n(2n+1)(n+1)",0,0,0,0,0,0,0,"HC"
"116","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Let $k$ be an integer. We must prove $2k^{3} + 3k^{2}+k$ for all $0...(k-1)$.<br>
Base case: $2(0)^{3} + 3(0)^{2}+(0)=0$, which is divisible by $6$.<br>
This is all I know how to do.",2,2,0,0,0,0,0,"HC"
"117","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Suppose n = 0. 2(0)^3+3(0)^2+0 = 0, which is divisible by 6. Now suppose n = 1, 2(1)^3+3(1)^2+1 = 6, which is divisible by 6. 

2n^3+3n^2+n = n(2n^2+3n+1) = n(2n+1)(n+1)",2,2,0,0,0,0,0,"HC"
"118","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Proof by induction on $n$.

**Inductive Predicate:** For any natural number $n$, $2n^3+3n^2+n$ is divisible by $6$.

**Base case:** For $n = 0, 2(0)^3+3(0)^2+0 = 0$, which is divisible by $6$.

**Inductive hypothesis:** For some natural number $k$. $2n^3+3n^2+n$ is divisible by $6$ for all natural numbers in the range $0..k$

**Inductive step:** Prove that $2(k+1)^3+3(k+1)^2+k+1$ is divisible by $6$.

By algebra, we get: $2(k+1)^3+3(k+1)^2+k+1 = 2k^3 + 6k^2 + 6k + 2 + 3k^2 + 6 k + 3 + k + 1$, which is equivalent to $(2k^3+3k^2+k) + 6(k^2+2k + 1)$

The second term can be written as $6j$, for some natural number $j$.

Through the inductive hypothesis, the first term is divisible by 6.

Since both terms are divisible by 6. the sum is divisible by 6, which is what we needed to show.",2,2,2,2,2,2,2,"HC"
"119","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","$idk$",0,0,0,0,0,0,0,"HC"
"120","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","We apply induction on n.

Base case: when n = 0, 2n^3 + 3n^2 + n = 0 is divisible by 6.

Induction hypothesis: some some k, 2n^3 + 3n^2 + n = 0 is divisible by 6 for all natural number n from 0 to k.

induction step: prove that 2n^3 + 3n^2 + n = 0 is divisible by 6 for all natural number n.",2,2,2,2,0,0,0,"HC"
"121","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","when n = 0, 2n^3 + 3n^2 + n = 0 which is divisible by 6

assume that there is an integer k, that when n = k, 2k^3 + 3k^2 + k is divisible by 6

when n = k+1, 2(k+1)^3+3(k+1)^2+(k+1) = 2k^3 + 6k^2 + 6k + 2 + 3k^2 + 6k + 3 + k + 1 = 6(k^2 + k + 1) + (2k^3 + 3k^2 + k). Here, 6(k^2 + k + 1) is divisible by 6 and we know that (2k^3 + 3k^2 + k) is divisible by 6 so 2(k+1)^3+3(k+1)^2+(k+1) is also divisible by 6.",2,2,2,2,2,2,2,"HC"
"122","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Inductive predicate: $2n^3+3n^2+n$ is divisible by 6.

Base case: consider $n=0$. Then $2n^3+3n^2+n=2\cdot 0^3+3\cdot 0^2+0=0$, which is divisble by 6.

Inductive hypothesis: suppose for some $k\in\mathbb{Z}^+$, $2n^3+3n^2+n$ is divisible by 6 for all $n$ in $0,1,\cdots,k$.

Inductive step: we will now that $2(k+1)^3+3(k+1)^2+k+1$ is divisible by 6.

Expanding and rearranging, we get $2k^3+9k^2+13k+6=2k^3+3k^2+k+6k^2+12k+6$.

From the inductive hypothesis, $2k^3+3k^2+k$ is divisible by 6.

$6k^2+12k+6$ has an explicit factor of 6, so it is divisible by 6.

Therefore, $2(k+1)^3+3(k+1)^2+k+1=2k^3+9k^2+13k+6$ is divisible by 6, which is what we needed to show.",2,2,2,2,2,2,2,"HC"
"123","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","6x = 2n^3 + 3n^2 + n where x is an integer. n(2n^2 + 3n + 1) = n(2n+1)(n+1) = 6x",0,0,0,0,0,0,0,"HC"
"124","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","$2n^2+3n^2+n$ is divisible by $6$",0,0,0,0,0,0,0,"HC"
"125","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","suppose that 2n^3+3n^2 is divsible by 6 for n in 0....k where k >= 0",0,0,2,2,0,0,0,"HC"
"126","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","base: when n = 0, this is true,
IH, the claim is true when n = 0,1,2,3,,,,,,k-1",0,0,0,0,0,0,0,"HC"
"127","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","1",0,0,0,0,0,0,0,"HC"
"128","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","For our base case, note that when n = 0, $2n^3+3n^2+n = 0$ which is divisible by 6.

Next, suppose as our inductive hypothesis for some k, $2n^3+3n^2+n$ is divisble by 6 for each n in 0...k - 1

We need to show that $2k^3+3k^2+k$ is divisible by 6.

Note that by our induction hypothesis, $2(k-1)^3+3(k-1)^2+(k-1) = 2k^3-3k^2-11k$ is divisible by 6. Since $2k^3$ divides $2k^3$, $3k^2$ divides $-3k^2$ and k divides -11k, we can conclude that by induction, $2k^3+3k^2+k$ is divisible by 6, which is what we needed to show. ",2,2,2,2,2,0,0,"HC"
"129","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","For our base case, when n = 0, $2n^{3} + 3n^{2} + n$ = 0 and 0 is divisble by 6.

Next, suppose as our inductive hypothesis that for some k, $2n^{3} + 3n^{2} + n$ is divisble by 6 for each n in 0...k-1

Now we need to show that $2k^{3} + 3k^{2} + k$ is divisble by 6

",2,2,2,2,2,0,0,"HC"
"130","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","let us start with induction on n

base case let n = 0. then 2n^3 + 3n^2 + n = 0 and 0 is divisible by 6.

Inductive Hypothesis: assume 2n^3 + 3n^2 + n is divisble by 6 for all n = 0, .., k.

Inductive step: let n = k + 1

2(k+1)^3 + 3(k+1)^2 + (k+1) = 

2k^3 + 6k^2 + 4k +2 + 3k^2 + 6k + 3 + k + 1 

2k^3, 9k^2, 11k, are all divisble by 6 by our inductive hypothesis.

2 + 3 + 1 = 6, and 6 is divisble by 6.

so the whole thing is divisible by 6.

so 2n^3 + 3n^2 +n is divisble by 6 for all natural numbers. slay. 


",2,2,2,2,2,2,2,"HC"
"131","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Base Case: n = 0, then 2n^3 + 3n^2 + n = 0 which is divisible by 6. n = 1, 2n^3 + 3n^2 + n = 6 which is divisible by 6.

Inductive Hypothesis: 2n^3 + 3n^2 + n is divisible by 6 from n = 0 to n = k.

Inductive Step: Factoring out n gives us n(2n^2 + 3n + 1). subsituting any number will give as a result that can be divided by six thus proving the inductive hypothesis.",2,2,2,2,0,0,0,"HC"
"132","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Proof:
Induction on n.
Base case: When n = 0, $2n^3 + 3n^2 + n = 0$, and 6 | 0. When n = 1, $2n^3 + 3n^2 + n = 6$ amd 6 | 6.
For some integer k, $6 | 2n^3 + 3n^2 + n$ where n is 0...k.
By inductive reasoning, for any natural number n, $6 | 2n^3 + 3n^2 + n$.",2,2,1,2,0,0,0,"HC"
"133","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","I don't remember the process of using induction to prove this claim.",0,0,0,0,0,0,0,"HC"
"134","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","For our base case, when n = 0, 2n^3 + 3n^2 + n = 0 + 0 + 0 = 0. 0 is clearly divisible by 6, so the base case holds.

Next, suppose our inductive hypothesis is that for some k, f(n) = 2n^3 + 3n^2 + n for each n in 0 ... k - 1.

So our inductive step would be f(k) = 2k^3 + 3k^2 + k.

Factoring the equation, 2k^3 + 3k^2 + k becomes k(2k + 1)(k + 1). This factorization is guaranteed to be even because either k or k + 1 is an even number. For this factorization to be dividable by 6, you either need one of the parts to be a multiple of 6, or you need one of the parts to be a multiple of 3 and another part to be an even number. 

There are 3 cases. 

Case 1: For every k = 2 (mod 3), k + 1 will be a multiple of 3, so every k = 2 (mod 3) is divisble by 6. 

Case 2: For every k = 1 (mod 3), 2k = 2 (mod 3) and 2k + 1 = 3 (mod 3). Thus, (2k + 1) will be a multiple of 3, so every k = 1 (mod 3) is divisible by 3. 

Case 3: Finally, for every k = 3 (mod 3), k is already a multiple of 3, so every k = 3 (mod 3) will be a multiple of 3.

By the inductive hypothesis, we have shown that f(k) = 2k^3 + 3k^2 + k is divisble by 6 which is what we needed to show.",2,2,1,2,2,0,0,"HC"
"135","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","For our base case, note that when $n=0$, $2n^3+3n^2+n=2\cdot0+3\cdot0+0=0$.

Next, suppose as our Inductive Hypothesis that for some $k$, $2n^3+3n^2+n$ is divisible by $6$ for each $n$ in $0...k-1$.

Now to finish, we need to show that $2k^3+3k^2+k$ is divisible by $6$...

Let $n$ and $k$ be natural numbers. Suppose that $2(k-1)^3+3(k-1)^2+(k-1)$ is divisible by 6. 

Therefore, by the definition of divides, $2(k-1)^3+3(k-1)^2+(k-1)=6m$ where $m$ is an integer.

By alegebra, the following is the case:

$2(k-1)^3+3(k-1)^2+(k-1)=6m$

$\left(k-1\right)\left(2(k-1)^2+3(k-1)+1\right)=6m$

$\left(k-1\right)\left(2k^2-4k+2+3k-3+1\right)=6m$

$\left(k-1\right)\left(2k^2-k\right)=6m$

$2k^3-3k^2+k=6m$

Since $2k^3-3k^2+k=6m$ and $m$ is an integer, $2k^3-3k^2+k$ divides 6. QED

",2,2,2,2,2,0,0,"HC"
"136","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","If n = 1, (2n^3)+(3n^2)+n = 6 which is divisible by 6.

If n = 2, (2n^3)+(3n^2)+n = 30 which is divisible by 6.

If n = 3, (2n^3)+(3n^2)+n = 84 which is divisible by 6.

If n = 4, (2n^3)+(3n^2)+n = 180 which is divisible by 6.

If n = 5, (2n^3)+(3n^2)+n = 330 which is divisible by 6.

Thus, the claim is true.",0,0,0,0,0,0,0,"HC"
"137","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","We can prove this by first proving this for all natural numbers n-1:",0,0,0,0,0,0,0,"HC"
"138","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","= n(2n^2 + 3n + 1)

=n (2n+1)(n+1)

base case:

n=1 , 1*3*2 = 6

",0,0,0,0,0,0,0,"HC"
"139","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","let for any natural number n, 2n^3 + 3n^2 +n is divisible by 6;
6m = 2n^3 + 3n^2 + n, when m is equal to integral.
both of them have the multiply (2 and 3 and 1);
it's shows that the the 2n^3 + 3n^2 +n must be multiply of 6,
that is what we need to show",0,0,0,0,0,0,0,"HC"
"140","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","For base case, note that when n = 0, 2*0 + 3*0 + 0 = 0 is divisible by 6.

Now suppose our inductive hypothesis that this claim is true when n = 0, 1, ..., k

So the claim is true when n = k + 1 is what we need to prove.",2,2,2,2,2,0,0,"HC"
"141","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Proof: by induction on n.

Base: let n = 0, then 2(0^3) + 3(0^2) + 0 = 0 which is divisible by 6. 
let n = 1, then 2(1^3) + 3(1^2) + 1 = 6 which is divisble by 6.

Induction: Suppose 2n^3 + 3n^2 + n is divisble by 6 for n = 0,...,k.

Then we must show that 2(k+1)^3 + 3(k+1)^2 + k+1 is divisble by 6. 

... 

Thus, 2n^3 + 3n^2 + n is divisble by 6 for any natural number n. ",2,2,2,2,2,0,0,"HC"
"142","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Let's prove that for any natural number $n, 2n^3 + 2n^2 + n$ is divisible by 6. 

For our base case, notice that when n = 0 we have $2(0)^3 + 3(0)^2 + 0 = 0$ which is divisble by 6.

Assume that our inductive hypothasis is that for some k, $2n^3 + 2n^2 + n$ is divisible by 6 for each n is 0, ... k - 1.

So we have $2(k - 1)^3 + 3(k-1)^2 + (k-1)$


So we get $2(k^3-3k^2+3k-1)+3(k^2-2k+1) + k-1$

So then we get $2k^3-6k^2 + 6k -2 + 3k^2 -6k + 3 + k -1$

Regarranging the terms, we have $(2k^3+3k+k)+6k$

But we know that from out inductive hypothesis that $(2k^3+3k+k)$.

Also 6k is divisble by 6.

Hence we can conclude that the combination of $(2k^3+3k+k)$ and $6k$, which is $(2k^3+3k+k)+6k$,  must also be divisible by 6 for all natural numbers. <b>Q.E.D</b>",2,2,2,2,2,0,2,"HC"
"143","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","We will use proof by induction.

Inductive Predicate: $2n^3 + 3n^2 + n$ is divisible by 6.

Base Case: For our base case, note that when n = 0, $2n^3 + 3n^2 + n$ = 0, which is divisible by 6.

Inductive Hypothesis: For some k, $2n^3 + 3n^2 + n$ is divisible by 6 for each 0 . . . k.

Inductive Step: For some k, $2(n + 1)^3 + 3(n + 1)^2 + (n + 1)$ is divisible by 6 for each 0 . . . k.",2,2,2,2,2,0,0,"HC"
"144","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","To be honest, I have wrote many answers which I believe them are correct. But I don't think there will be enough students grading my answer and I don't want to do such work. So I decide to go back to sleep",0,0,0,0,0,0,0,"HC"
"145","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Base Case: for n = 1, P(n) is true since 2+3+1 = 6 which is divisible by 6.

Inductive Step: Assume P(k) is true for some natural number k. Then 2k^3 + 3k^2 + k is divisible by 6. Then the quantity 2(k+1)^3 + 3(k+1)^2 + (k+1) = 2k^3 + 6k^2 + 6k + 2 + 3k^2 + 6k + 3 + k + 1 = 6(t) + 6, where t is an integer. This is clearly divisible by 6. Thus P(k+1) is true.

By induction, P(n) is true for any natural number n.",2,2,2,2,2,0,0,"HC"
"146","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","By the deifntion of induction, 

Base Case: For n = 0, 2(0)^3+3(0)^2+0 = 0 which is divisible by 6.

Inductive Hypothesis: For some k, 2n^3+3n^2+n is divisble by 6 for each n 0...k.

Inductive step: 2(k+1)^3+3(k+1)^2+(k+1)

We have proven that 2n^3+3n^2+n is divisble by 6. ",2,2,2,2,2,0,0,"HC"
"147","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Proof:

Let n be any natural number. Consider 2n^3 + 3n ^2 + n = n(2n+1)(n+1).

By the definition of division. n = 6k + r, for 0 <= r <= 6.

Then n + 1 = 6k + r + 1. Similarily 2n + 1 = 12k + 2r + 1.

",0,0,0,0,0,0,0,"HC"
"148","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","$2n^3 + 3n^2 + n$ = $n(2n^2 + 3n + 1)$

= $n(2n + 1)(n+1)$
let n = 1

(1)(2(1) + 1)(1+1) = 6(1)

if n = 2

 $n(2n + 1)(n+1)$ = (2)(2(2)+1)(2+1)
 
= 6(5)

so 6| $n(2n + 1)(n+1)$",0,0,0,0,0,0,0,"HC"
"149","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","For the base case, n = 1 and $2(1)^3+3(1)^2+1 = 6$ which is divisible by 6.
For all n in 0...k+1, $2(n+1)^3 + 3(n+1)^2+(n+1)$ = $2n^3+9n^2+12n+6$, which is divisible by 6, which is what we needed to prove.",2,2,0,0,0,0,0,"HC"
"150","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","For all natural numbers n, 2n^3 + 3n^2 + n is divisble by 6. For our base case, note that when n = 1, the equation is 6, which is divisble by 6. Next suppose as our inductive hypothesis that for some k, g(n) = 2 - 2/3^nthe equation is divisble by 6, for each n in 0...k. Once solved we see that the answer is is divisble by 6, which is what we needed to show.",2,2,0,2,0,0,0,"HC"
"151","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","I probably would've taken far too long on this one, but it is what it is",0,0,0,0,0,0,0,"Seth"
"152","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Let n be any natural number

Base Case: Suppose n = 1, then 2n^3 + 3n^2 + n = 6 and 6 is divisible by 6

2(n+1)^3+3(n+1)^2 + (n+1) will always be divisible by 6 for all natural numbers.",2,2,1,1,0,0,0,"Seth"
"153","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","(base case) 

n = 0: 0 + 0 + 0 is divisible by 6. 

base case holds

(inductive hypothesis) suppose that 2n^3 + 3n^2 + n is divisible by 6 for all n in 0...k - 1

(inductive step) we must prove that 2n^3 + 3n^2 + n is divisible by 6 for k

2k^3 + 3k^2 + k

(conclusion) ",2,2,2,2,2,0,0,"Seth"
"154","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","",0,0,0,0,0,0,0,"Seth"
"155","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","As a base case, suppose that n=0. Then 2(0)^3 + 3(0)^2 + 0 = 0, which is divisible by 6.

Then as an inductive hypothesis we need to prove that for some k, 2n^3 + 3n^2 + n is divisible by 6 for all n in 0, 1, 2, ... k.

Thus we need to show that 2k^3 + 3k^2 + k is divisible by 6.

We know that 2k^3 is divisible by 2, and 3k^2 is divisible by 3. If we were to factor the last two terms into k(3k+1), we see that this would also be even for all natural numbers k due to the property that any odd number plus one is even and any odd number times an even number is even. 

Therefore, the entire expresssion 2k^3 + 3k^2 + k is divisible by 2. 

Since any number divisible by both 2 and 3 is also divisible by 6, then 2k^3 + 3k^2 + k is divisible by 6.",2,2,1,2,1,0,0,"Seth"
"156","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","let n be an arbritary natural number
if you take the double derivative of 2n^3 + 3n^2 + n you get 12, which represents the line tangent to the tangent line of the function, and 12 is divisible by 6. This means 2n^3 + 3n^2 + n is divisible by 6.",0,0,0,0,0,0,0,"Seth"
"157","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Base case, when n=0, $2*0^{3}+3*0^{2}+0=0$, which is divisible by 6. When n=1, $2*1^{3}+3*1^{2}+1=6$, which is divisible by 6.

Induction hypothesis. We assume that there exist a k such that $2(k+1)^{3}+3(k+1)^{2}+k+1$ is divisible by 6 for 1,2,...,k+1

If we simplyfy the equation on the left, we get $2k^{3}+9k^{2}+13k+6$.

By induction, we know that $2(k)^{3}+3(k)^{2}+k$ is divisible by 6. 

Therefore, the expression could be $2k^{3}+9k^{2}+13k+6=(2k^{3}+3k^{2}+k)+6(k^{2}+2k+1)$. We know that the first part is divisble by 6 by induction, and the second part is multiple of 6. So $2(k+1)^{3}+3(k+1)^{2}+k+1$ is divisible by 6, which is what we need to prove.

Hence, we prove the claim is ture.",2,2,2,1,1,2,2,"Seth"
"158","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Claim: For any natural number n, 2n^3+3n^2+n is divisible by 6.

Base Case: For n = 0, 2(0^3) + 3(0)^2 + 0 = 0, which is divisible by 6. 

Inductive hypothesis: 2k^3 + 3k^2 + k is divisible by 6 for any number from 0 to k-1. 

For k + 1, the equation is 2(k+1)^3 + 3(k+1)^2 + k+1. Factoring it out, it equals 

k^3+3k^2+3k+1+3k^2+6k+3+k+1 = k^3 + 6k^2 + 6k^2 + 5, which is a multiple of 2k^3+3k^2+k. 

Because 2k^3+3k^2+k is divisible by 6, its multiple must also be divisible by 6. 

Thus, for any natural number n, 2n^3+3n^2+n is divisible by 6, which is what we needed to show. 



",2,2,2,1,1,1,2,"Seth"
"159","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Let n be a natural number, and let us solve the proof by induction. We have one base case when n = 0. When n = 0, 2(0)^3 + 3(0)^2 + 0 = 0, which is clearly divisible by 6. Now, our inductive hypothesis is that for any n from 1 to k, 2n^3 + 3n^2 + n is divisible by 6. Our inductive step is that 2k^3 + 3k^2 + k is divisible by 6. Any number multiplied by 2 results in an even number, any number multiplied by 2 results in an odd number, and then adding by k is odd or even depending on if k is odd or even. We know that this final endppoint, thus, is a multiple of k. And since a multiple of k is added on 6 times, (2 times n^3, 3 * n^2, 1 *n), 6 must divide the final sum, which is what we needed to show.",2,2,2,2,1,0,0,"Seth"
"160","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","base case:

n = 1

2n^3 + 3n^2 + n = 6, 6 is divisible by 6

2n^3 + 3n^2 + n is divisible by 6 for the base case.",2,2,0,0,0,0,0,"Seth"
"161","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Proof by induction 

Base case prove when n = 0 the expression is divisible by 6 and it is because the expression is 0 

Inductive hypothesis, for every natural number k, 2k^3 +3n^2 + n is divisble by 6 

Inductive step, 2k^3 +3k^2 + k is divisble by 6 

start to break down each expression k(2k^2 + 3k + 1) 

Not sure how to show it is divisble from here but I think you would need to show how a coffiecient is divisble by 6 and then break down the rest of the expression ",2,2,2,1,1,0,0,"Seth"
