"","Assessment","Question","Proof","Identify.Base.Case","Prove.Base.Case","Hypothesis.is.stated","Hypothesis.is.given.some.bound","Goal.is.Clear","Expression.of.Size.k.1.is.decomposed.into.expression.of.size.k","Inductive.Hypothesis.is.applied","Graded.By"
"106","Exam 4","learningStudy/WrittenInduction_Sum_v3","We will prove by induction.

Base case. $\sum_{p = 0}^{0} (p * p!) = 0$ and $1! - 1 = 0$, so the base case is true.

Inductive step. Suppose that the above claim is true for all n from 0, 1, 2, ..., k - 1. Then, we want to show that $\sum_{p = 0}^{k}(p * p!) = (k + 1)! - 1$.

$\sum_{p = 0}^{k}(k * k!) = \sum_{ = 0}^{k -1}((p - 1) * (p - 1)!) + k * k!$. By the inductive step, we know that $\sum_{ = 0}^{k -1}((p - 1) * (p - 1)!) = k! - 1$ Then, $\sum_{p = 0}^{k}(k * k!) = k! * k + k! -1 = k! (k + 1) - 1 = (k +1)! - 1$, which is what we wanted to show. ",2,2,2,2,2,2,2,"Ben"
"107","Exam 4","learningStudy/WrittenInduction_Sum_v3","For our base case, n = 0, $\sum_{p =0}^{0}$(p * p!) = (0 * 0!) = 0, and (0 + 1)! - 1 = 0

Suppose our inductive hypothesis that $\sum_{p =0}^{n}$(p * p!) = (n + 1)! - 1 for some n in 0...k

Now to finish we need to show that $\sum_{p =0}^{k}$(p * p!) = (k + 1)! - 1

(k+1)k/2 * k(k+1)!)
",2,2,2,1,1,0,0,"Ben"
"108","Exam 4","learningStudy/WrittenInduction_Sum_v3","We are going to use proof by induction on n. For our base case, $\sum_{p=0}^{0}(0*0!) = 0$ and $(0 + 1)! - 1 = 0.$ As our inductive hypothesis, suppose that for some integer k, $\sum_{p=0}^{n}(p*p!) = (n + 1)! - 1$ is true for all n in 0...(k-1). We must prove that $\sum_{p=0}^{k}(p*p!) = (k + 1)! - 1$ is true. Rewriting the left side of the equation, we get $\sum_{p=0}^{k - 1}(p*p!) + (k * k!) = (k + 1)! - 1$. From our inductive hypothesis, we know that $\sum_{p=0}^{k - 1}(p*p!)$ is equal to $((k - 1) + 1)! - 1$. Substituting into the original equation and rearranging the terms, we are left with $k * k! + k! - 1 = (k + 1)! - 1$. Then, rewriting the left side of the equation gives us $k!(k + 1) - 1$. But, $k!(k + 1)$ is the same thing as $(k + 1)!$, so the left side of the equation is really $(k + 1)! - 1$ and that is equal to the right side of the equation, which is what we needed to prove. Thus, the claim is true.",2,2,2,2,2,2,2,"Ben"
"109","Exam 4","learningStudy/WrittenInduction_Sum_v3","Let n be a natural number. 
Base case: when n = 0,   
$\displaystyle\sum_{p=0}^n (p \cdot p!) = 0*1=0$  
$(n+1)! - 1 = 1 - 1 = 0$  
Thus, for base case, $\displaystyle\sum_{p=0}^n (p \cdot p!) = (n+1)! - 1$

For case n : 
I have no idea how to represent the sum of $\displaystyle\sum_{p=0}^n (p \cdot p!)$",2,2,0,0,0,0,0,"Ben"
"110","Exam 4","learningStudy/WrittenInduction_Sum_v3","Base Case: 0 * 0! = 0 and (0+1)! - 1 = 0

Assume $\sum_{n}^{p=0}(p*p!) = (n=1)! - 1$ for all values n from 0..k-1.

$\sum_{p=0}^{k-1}(p*p!)$ $+ (k*k!)$  = $(k+1)! - 1$

$k! - 1 + (k*k!)$  = $(k+1)! - 1$

$k! + (k * k!) = (k + 1)!$

$k!(1 + k) = (k + 1)!$

$(k + 1)! = (k + 1)!$

Thus the claim is true.",2,2,2,2,2,2,2,"Ben"
"111","Exam 4","learningStudy/WrittenInduction_Sum_v3","Using induction for n. Let base case be n = 0. At n = 0, the left side becomes 0 * 0! = 0 * 1 = 0. The right side is (0+1)! -1 = 1 - 1 = 0. This proves that both sides are equal. The inductie hypothesis dictates that the claim  $\sum_{p = 0}^{n = 0}$ of (p*p!) = (n+1_)! - 1 for all numbers n in 0 through k. By substitution, we get (k+1)! - 1. This is where i Have no idea where to go. ",2,2,2,2,0,0,0,"Ben"
"112","Exam 4","learningStudy/WrittenInduction_Sum_v3","Using induction 

Set up base case which is n(1) which is 1!

Then use the inductive hypothesis for every natural number k, (n+1)! -1 holds true for all k 

Inductive Step which is (k+1)! - 1 for all natural numbers k 

Not sure where to go from here to solve the proof...

",2,1,1,1,1,0,0,"Ben"
"113","Exam 4","learningStudy/WrittenInduction_Sum_v3","Base case: $\sum_{p=0}^{0}(p*p!) = (0 * 0!) = 0$ and $(0 + 1)! - 1 = 1 -1 = 0$

Inductive Hypothesis: $\sum_{p=0}^{k-1}(p*p!) = (n + 1)! - 1$ for $n$ in $0, 1, ... k-1$ (where $ k >= 0$).

Inductive Step: $\sum_{p=0}^{k}(p*p!) = (k + 1)! - 1$

Simplifying the right side, we get $\sum_{p=0}^{k}(p*p!) = \sum_{p=0}^{k-1}(p*p!)+(k*k!)$

From our inductive hypothesis, we can substitute $\sum_{p=0}^{k}(p*p!) = (k)! - 1+(k*k!)$",2,2,1,2,2,2,2,"Ben"
"114","Exam 4","learningStudy/WrittenInduction_Sum_v3","For our base case, let n be equal to 0. $\sum_{0}^{0}$(p*p!) = 0 and (0+1)! - 1 = 0

Inductive hypothesis: Suppose $\sum_{p=0}^{n}$(p*p!) = (n+1)! - 1 for all n in 0...k

Inductive step: Prove that $\sum_{p=0}^{k+1}$(p*p!) = (k+2)! - 1",2,2,2,2,2,0,0,"Ben"
"115","Exam 4","learningStudy/WrittenInduction_Sum_v3","Proof: 
Contrapositive = E(p=0, n) != (n+1)! - 1 
For all natural numbers n, suppose that E(p=0, n) = (n+1)! - 1. 
Suppose summation = 0 * (0!) = 0
Suppose n = 1 
2! - 1 = 2 * 1 - 1 = 0
Since n does not equal p
Rhus, E(p=0, n) != (n+1)! - 1 which is what we needed to show ",0,0,0,0,0,0,0,"Ben"
"116","Exam 4","learningStudy/WrittenInduction_Sum_v3","For all natural numbers n, $\sum_{p=0}^{n}$(p*p!) = (n+1)!-1

$\sum_{p=0}^{n}$(0*0) = 0 = (0 + 1)! - 1",2,2,0,0,0,0,0,"Ben"
"117","Exam 4","learningStudy/WrittenInduction_Sum_v3","Base Case: n = 0, (0 * 0!) = 0; (0 + 1)! - 1 = 1 - 1 = 0, 0 = 0.
Hypothesis: For some k, $\sum_{p = 0}^{n}$ = (n + 1)! - 1 for some n from 0..k.
Inductive step:  $\sum_{k = 0 }^{K + 1}$ (p + p!) = (k + 2)! - 1.
Lets say that that n is 3.
So, the left hand simplifies to 0 + 1 + 4 + 18;
The right hand simplifies to 4! - 1 = 23;
QED.
I am unsure of how to solve this problem.",2,2,2,1,2,0,0,"Ben"
"118","Exam 4","learningStudy/WrittenInduction_Sum_v3","For our base case, note that when n=0 $\sum_{p=0}^{0}$p(p!)=0 and (0+1)!-1 = 0. 

Next Suppose our induction hypothesis is that for some k, $\sum_{p=0}^{n}(p\times p!)=(n+1)!-1$ for each n in 0...k where k is a natural number. 

Now we need to show that $\sum_{p=0}^{k+1}(p\times p!) = (k+2)!-1$

By first expanding the right side we get $(k+2)(k+1)(k)(k-1)!-1$. Then by expanding the right we get $(p)(p)(p-1)!$, setting them equal we can cross out out (p-1)! and end with $(p)(p)=(k+2)(k+1)(k)-1$, which can be simplified further to $p=(k+1)(k+2)-1$

Multiplying the right out we get, $k^2+3k+1=p$, which you will prove the claim with this statement. ",2,2,2,2,2,0,0,"Ben"
"119","Exam 4","learningStudy/WrittenInduction_Sum_v3","Base case:When n=1, $\sum_{0}^{n=0}$ (p.p!) = 0 and (n+1)!-1 = 0.

Inductive hypothesis: For some k, $\sum_{0}^{n=0}$ (p.p!) = (n+1)!-1 for each n in 0...k

Inductive step: (p.p!) = (k+1)! -1

They both are equal which is what we needed to prove.",2,2,2,2,1,0,0,"Ben"
"120","Exam 4","learningStudy/WrittenInduction_Sum_v3","By definition of induction, 

Base case: For n = 0, $\sum_{n}^{p=0}$ (p * p!) = 0 and (n+1)!-1 = 0.

Induction Hypothesis: For some value k, $\sum_{n}^{p=0}$ (p*p!) = (n+1)! - 1 for each n in 0... k.

Inductive Step: $\sum_{n}^{p=0}$ (p*p!) = (k+1)!-1


We have proven that $\sum_{n}^{p=0}$ (p * p!) = (n+1)!-1.",2,2,2,2,1,0,0,"Ben"
"121","Exam 4","learningStudy/WrittenInduction_Sum_v3","We use n for induction
Predicate P: $\sum_{p=0}^{n}(p*p!)=(n+1)!-1$
Base Case: for P(0)=0,P(1)=1
Induction Hypothesis:$\sum_{p=0}^{k}(p*p!)=(k+1)!-1$ holds for 0,1,2,3,...,k.
Induction",2,0,2,1,0,0,0,"Ben"
"122","Exam 4","learningStudy/WrittenInduction_Sum_v3","(induction) 

(base case) 

P(0) = (0 * 1) = 0; (0 +1)! - 1 = 0; base case holds 

(inductive hypothesis) suppose that $\sum_{p = 0}^{n}$ (p*p!) = (n+1)! - 1 holds for n in 0... k - 2

(inductive step) we must prove that $\sum_{p = 0}^{n}$ (p*p!) = (n+1)! - 1 holds for n = k - 1

(k - 1 + 1)! - 1 

k! + 1

(conclusion) ",2,2,2,2,2,0,0,"Ben"
"123","Exam 4","learningStudy/WrittenInduction_Sum_v3","For our base case, note that if p = 0 in $\sum_{p=0}^{n}$ (p*p!), then the equation equals 0 as (0*1) = 0. Note that if n = 0, then (n+1)! - 1 = (0+1)! - 1 = 1 - 1 = 0.

Our hypothesis would consist of for some k, $\sum_{k=0}^{n}$ (k*k!) = (k+1)! - 1, for each p and n in 1...k.

Next to finish we need to show that they are both equal to one another no matter what k is equal to.

Test 1: if k = 1, then $\sum_{p=0}^{k}$(1*1!) = 1 and (1+1)! - 1 = 2 - 1 = 1.
Test 2: if k = 2, then $\sum_{p=0}^{k}$(2*2!) = 6 amd (2+1)! - 1 = 5 (????)

",2,2,1,2,0,0,0,"Ben"
"124","Exam 4","learningStudy/WrittenInduction_Sum_v3","Prove by induction.

Base case: when n = 0, 0 * 0! = 1 - 1 = 0",2,2,0,0,0,0,0,"Ben"
"125","Exam 4","learningStudy/WrittenInduction_Sum_v3","Base Case: $\sum_{p=0}^{0} (p * p!) = 0, 1! - 1 = 0$, so P(0) holds.

Inductive hypothesis: for some k, P(n) holds for n = 0, 1, .... k.

Inductive step: we need to show P(k+1) holds.

$\sum_{p=0}^{k+1} (p * p!) = \sum_{p=0}^{k} (p * p!) + (k + 1) * (k+1)! $, $(k+2)! - 1 = (k+2)(k+1)! - 1$. 

By Inductive Hypothesis we know $\sum_{p=0}^{k} (p * p!) = (k+1)! - 1$


",2,2,2,2,2,2,2,"Ben"
"126","Exam 4","learningStudy/WrittenInduction_Sum_v3","Proof by induction on n.

Let our inductive predicate be $ P(n) =  \sum_{p=0}^{n}(p * p!) = (n+1)! - 1$.

Let us look at the base case, n = 1. When n = 1, $ \sum_{p=0}^{1}(p * p!) = (0 * 0!) + (1 * 1!) = 0 +1 = 1 $ and $ (1+1)! - 1 = 2 - 1 = 1 $. Therefore, P(1) holds.

Let our inductive hypothesis be that $ P(n) =  \sum_{p=0}^{n}(p * p!) = (n+1)! - 1$ for all n in 0...k.

Inductive Step: Prove P(k + 1) : $ P(n) =  \sum_{p=0}^{k+1}(p * p!) = ((k+1)+1)! - 1$.

Starting on the left hand side of the equation,  we get $ \sum_{p=0}^{k+1}(p * p!) = ((k + 1) * (k+1)!) + \sum_{p=0}^{k}(p * p!). $

From our inductive hypothesis, we know that $ \sum_{p=0}^{k}(p * p!) = (k+1)! - 1 $. Therefore, we can substitute:  $ \sum_{p=0}^{k+1}(p * p!) = ((k + 1) * (k+1)!) + ((k+1)! - 1). $

Simplifying this equation we get $(k+2)(k+1)! - 1 = (k+2)! - 1$.

Looking back at our original equation, we know have $(k+2)! - 1 = ((k+1)+1)! - 1$ which simplifies to $(k+2)! - 1 = (k+2)! - 1$. QED. ",2,2,2,2,2,2,2,"Ben"
"127","Exam 4","learningStudy/WrittenInduction_Sum_v3","For the base case we have that n = 0, which gives us that $\sum_{0}^{n}$ (p * =p!) = (n + 1)! - 1 which is that 0 = 0, which is true.
Now, for the hypothesis we have to show that $\sum_{0}^{n}$ (p * =p!) = (n + 1)! - 1, when p = 0, 1, 2....n
Taking the case of n - 1, we get $\sum_{0}^{n - 1}$ (p * =p!) = (n)! - 1, which is what we needed to prove.",2,2,1,1,1,0,0,"Ben"
"128","Exam 4","learningStudy/WrittenInduction_Sum_v3","Genuinely no idea.",0,0,0,0,0,0,0,"Ben"
"129","Exam 4","learningStudy/WrittenInduction_Sum_v3","The base case $\sum_{n}^{p = 0} = (0 + 1)! -1  = 0$  
Next, suppose that $\sum_{n}^{p = 0} (p*p!) = (k + 1)! - 1$ for all natural numbers to k",2,2,1,2,0,0,0,"Ben"
"130","Exam 4","learningStudy/WrittenInduction_Sum_v3","Proof by induction on n

Base Case: For n = 0, $\sum_{p=0}^{0}$$(p*p!)=(n+1)!-1$

$0*0!$ = $(0+1)!-1$ so the base case holds true.

I know there needs to be an inductive hypothesis and an inductive step following but I do not know how these are created",2,2,0,0,0,0,0,"Ben"
"131","Exam 4","learningStudy/WrittenInduction_Sum_v3","Let us use induction here

If n = 2 then (2 * 2!)(1 * 1!)(0 * 0!) = 0

And for our claim if n = 2, then (2 + 1)! - 1 = 3! - 1 = 3 * 2 * 1 - 1 = 5

These two do not match and therefore these two are not equal",0,0,0,0,0,0,0,"Ben"
"132","Exam 4","learningStudy/WrittenInduction_Sum_v3","Proof: by induction

For our base case, let n = 0. Then the sum from p=0 to 0 of (0*0!) = 0. Also, (0 +1)! - 1 = 0. So then the sum from p = 0 to 0 of (p*p!) = (n+1)! - 1 for zero. 

Suppose that for some k, the sum from p=0 to n (p*p!) = (n+1)! - 1, for all n = 0,1,....k. Then we need to show that the sum from p=0 to k-1 of (p*p!) = ((k-1)+1)! - 1. 

At k-1, ((k-1)+1)! - 1 = k! - 1. Another way to write this would be k(k-1)! - 1. 
",2,2,2,2,1,0,0,"Ben"
"133","Exam 4","learningStudy/WrittenInduction_Sum_v3","let us start with induction on n.

Base case: let n = 0. $\sum_{p=0}^{n}$(0 * 0!) = 0 = (0 + 1)! - 1. Therefore the claim is true at n = 0.

Inductive hypothesis:Let  $\sum_{p=0}^{n}$(p * p!) = (p + 1)! - 1 for all n = 0, ..., k;

Inductive step: Let n = k + 1.  

$\sum_{p=0}^{n}$((k+1) * (k+1)!) = ((k+1) * (k+1)!) + (k+1)! - 1 = (k + 2)! - 1.

Therefore  $\sum_{p=0}^{n}$(p * p!) = (p + 1)! - 1 is true for n = 0, ..., k+1.",2,2,2,2,2,2,2,"Ben"
"134","Exam 4","learningStudy/WrittenInduction_Sum_v3","Base case: Suppose $n=0$. $\sum_{p=0}^{0}(p\times p!)=0\times0!=0\times 1=0$, and $(0+1)!-1=1!-1=1-1=0$. So the base case $n=0$ holds.

Inductive hypothesis: Suppose that for some $k\in\mathbb{N}$, $\sum_{p=0}^{n}(p\times p!)=(n+1)!-1$ for all $n=0,1,...,k-1,k$.

Inductive step: We want to show that $\sum_{p=0}^{k+1}(p\times p!)=(k+2)!-1$

Evaluating the left side, we get

$\sum_{p=0}^{k+1}(p\times p!)$

$=[(k+1)\times(k+1)!]+\sum_{p=0}^{k}(p\times p!)$

$=[(k+1)\times(k+1)!]+(k+1)!-1$ [from our induction hypothesis]

$=(k+1+1)(k+1)!-1$

$=(k+2)(k+1)!-1$

$=(k+2)!-1$, which is the right side of the equation. QED",2,2,2,2,2,2,2,"Ben"
"135","Exam 4","learningStudy/WrittenInduction_Sum_v3","base case: n = 0, $\sum_{0}^{0}$(0*0!) = 1! - 1 =0",2,2,0,0,0,0,0,"Ben"
"136","Exam 4","learningStudy/WrittenInduction_Sum_v3","I don't remember the process of using induction to prove this claim.",0,0,0,0,0,0,0,"Ben"
"137","Exam 4","learningStudy/WrittenInduction_Sum_v3","Base Case: (0 * 0!) = 0 * 1 = 0 and (0 + 1)! - 1 = 1 - 1 = 0

Induction 

$\sum_{k = 1}^{n}$ (k * k!) = $\sum_{k = 0}^{n}$ (k+1)(k +1)! - 1 = (n + 1)! - 1

QED",2,2,0,0,0,0,0,"Ben"
"138","Exam 4","learningStudy/WrittenInduction_Sum_v3","Proof by induction on n. For base case let n = 1, from that we get 1 = 1. For our inductive hypothesis we will assume $\sum_{p=0}^{n}(p * p!) = (n+1)! - 1$ for all real numbers n in range of (0,...,k-1). For the inductive step we will show that $\sum_{p=0}^{k}(p * p!) = (k+1)! - 1$. Simplifying we get",2,2,2,2,2,0,0,"Ben"
"139","Exam 4","learningStudy/WrittenInduction_Sum_v3","Prove by Induction
Base case: when p = 0, the $\sum_{p=o}^{0}$ p*p! = 0. (n+1)! - 1 = 0.

Inductive Hypothesis: $\sum_{p = 0}^{n}$ (p*p!) = (n+1)! - 1, for each n in 0....k.

inductive step: prove for some k, $\sum_{p = 0}^{n}$ (p*p!) = (n+1)! - 1, for each n in 0,....,k.",2,2,2,2,1,0,0,"Ben"
"140","Exam 4","learningStudy/WrittenInduction_Sum_v3"," For our base case, note that when n = 0",0,0,0,0,0,0,0,"Ben"
"141","Exam 4","learningStudy/WrittenInduction_Sum_v3","Proof: Suppose that for $n = 1$, $\sum_{p=0}^{1}(p \times p!) = 0 \times 0! + 1 \times 1! = 1$, while $(1 + 1)! - 1 = 2 - 1 = 1$, both are equivalent.

Using the mathematical induction, we need to suppose that if the original equation works for $n = 1, 2, 3, ... k - 1$, the equation also works in $n = k$. Thus, we know that $\sum_{p=0}^{k-1}(p \times p!) = k! - 1$ (Equation #1), and we need to prove that $\sum_{p=0}^{k}(p \times p!) = (k + 1)! - 1$ (Equation #2).

Minus Equation #2 to Equation #1 we get: $k \times k! = (k+1)! - k!$; add both sides in $k!$ we get $(k + 1) \times k! = (k + 1)!$ on the left side, which is equivalent to the right after calculation. We therefore prove that the induction works, so that the claim is proved. $Q. E. D.$",2,2,2,2,2,2,2,"Ben"
"142","Exam 4","learningStudy/WrittenInduction_Sum_v3","If n = 0, n! = 1, (n+1)! = 1-1",2,1,0,0,0,0,0,"Ben"
"143","Exam 4","learningStudy/WrittenInduction_Sum_v3","For our base case, when n=0,

 $\sum_{p=0}^{0}(p\times p!) = (1+1)! - 1 = 0$
 
 Then, according to our inductive hypothesis, for some $k$, $\sum_{p=0}^{n}(p\times p!)=(n+1)!-1$ when $n$ is $0,1,2...k$
 
 So when $n=k+1$, $\sum_{p=0}^{k+1}(p\times p!)=\sum_{p=0}^{k}(p\times p!) + (k+1)\times(k+1)!$
 
 Since we know $\sum_{p=0}^{k}(p*p!)=(k+1)!-1$,
 
 $\sum_{p=0}^{k+1}(p\times p!) = (k+1)!-1+(k+1)\times(k+1)!=(k+1)!\times(k+2)-1=(k+2)!-1$ as we needed.
 ",2,2,2,2,2,2,2,"Ben"
"144","Exam 4","learningStudy/WrittenInduction_Sum_v3","Base case: when n = 0, (n*n!) = 0, (n+1)! - 1 = 0, so true.  
Inductive Hypothesis: for some integer k, $\sum_{p=0}^{n}(p*p!)=(n+1)! - 1$ for n in 0,..., k-1.  
Inductive Step: Prove $\sum_{p=0}^{k}(p*p!)=(k+1)! - 1$  
$\sum_{p=0}^{k}(p*p!)=\sum_{p=0}^{k-1}(p*p!)+(k*k!)$  
By our hypothesis, we have $\sum_{p=0}^{k-1}(p*p!)+(k*k!)= k!-1+(k*k!)=k!-1+k![(k+1)-1]=k!(k+1)+k!-k!-1=$  
$(k+1)!-1$, which is what we need to prove. ",2,2,2,2,2,2,2,"Ben"
"145","Exam 4","learningStudy/WrittenInduction_Sum_v3","$idk$",0,0,0,0,0,0,0,"Ben"
"146","Exam 4","learningStudy/WrittenInduction_Sum_v3","Let n be a natural number.

Predicate: (p * p!) = 1

",0,0,0,0,0,0,0,"Ben"
"147","Exam 4","learningStudy/WrittenInduction_Sum_v3","I am not sure how to start",0,0,0,0,0,0,0,"Ben"
"148","Exam 4","learningStudy/WrittenInduction_Sum_v3","Base Case: summation from 0 to 0 of 0! equals 0, which equals 1! - 1. Thus the base case is true.

Inductive Step: Assume that P(k-1) is true for a natural number k-1. Then adding (k * k!) to both sides, the left hand side becomes the summation from p=0 to k, and the right hand side becomes k!-1 + k * k!, which because (k+1)!-1 so P(k) is true. Therefore, P(k-1) implies P(k) for any natural number k-1.

By induction, the statement is true for all natural numbers n.",2,2,2,2,2,2,2,"Ben"
"149","Exam 4","learningStudy/WrittenInduction_Sum_v3","i need more re-enforcement from the last lesson to be able to complete this proof.",0,0,0,0,0,0,0,"Ben"
"150","Exam 4","learningStudy/WrittenInduction_Sum_v3","We will prove our claim by induction.  
Base Case: When n = 1, $\sum_{p=0}^{n}(1*1!)=1$, and $(1+1)!-1=1$.  
Suppose that for some k, $\sum_{p=0}^{n}(p*p!)=(n+1)!-1$ for each n in 0..k  
We will prove that $\sum_{p=0}^{k+1}(p*p!)=(k+2)!-1$",2,2,2,2,2,0,0,"Ben"
"151","Exam 4","learningStudy/WrittenInduction_Sum_v3","**Claim: ** $\forall n \in \mathbb{N}$, $\sum_{p=0}^{n}(p\cdot p!) = (n+1)! - 1$.

**Base Case: ** When $n=0$, the sum is $0 \cdot 1$ which is equal to $0$. Moreover, $(0+1)!-1=0$. The two sides of the equation are equal.",2,2,0,0,0,0,0,"Ben"
"152","Exam 4","learningStudy/WrittenInduction_Sum_v3","Inductive predicate: $\sum_{p = 0}^{n}$(p * p!) = (n+1)! - 1 for all natural numbers n

Base case f(0), $\sum_{p = 0}^{n}$ (0 *0!) = 0+1)! - 1 = 0

Inductive hypothesis: There is a number n such that the aformentioned theorem holds true 

Let us assume that the inductive hypothesis is true

Since we assume our inductive hypothesis is true and our base cases work, we can then assume the aforementioned hypothesis is true. 

Thus, $\sum_{p = 0}^{n}$(p * p!) = (n+1)! - 1 for all natural numbers n which is what we were trying to show. ",2,2,2,1,0,0,0,"Ben"
"153","Exam 4","learningStudy/WrittenInduction_Sum_v3","For our base case, we have $ \sum_{p=0}^{1}$ (p*p!) = 1 and (1+1)!-1 = 1 that two results are same. Suppose our inductive hypothesis goes through that $ \sum_{p=0}^{n}$ (p*p!)=(n+1)!-1 for n in 0,1,2,......,k, we want to prove that $ \sum_{p=0}^{k+1}$ (p*p!) = (k+2)!-1. By definition of summation, we know that $ \sum_{p=0}^{k+1}$ (p*p!) = $ \sum_{p=0}^{k}$ (p*p!) + (k+1)(k+1)!. We can write it as (k+1)!-1+(k+1)(k+1)!. Rearranging we get (k+1)!(1+k+1)-1 = (k+2)(k+1)!-1=(k+2)!-1 which we reach the conclusion we want to get.",2,2,2,2,2,2,2,"Ben"
"154","Exam 4","learningStudy/WrittenInduction_Sum_v3","Given the above claim, we use proof by induction of $n$ - 

Inductive predicate: For all natural numbers $n, \displaystyle\sum_{p=0}^n (p \cdot p!) = (n+1)! - 1$ 

Base Case: Evaluating for n = 0. Left hand side - $ \displaystyle\sum_{p=0}^n (p \cdot p!) = 0$

Right hand side: $(n+1)! - 1 = 1! -1 = 0.$

Now, inductive hypothesis: For some natural numbers $k, \displaystyle\sum_{p=0}^n (p \cdot p!) = (n+1)! - 1$ for all $n$ from $0,1,2,....k.$

Now to prove the claim we need to show that: $\displaystyle\sum_{p=0}^{k+1} (p \cdot p!) = ((k+1)+1)! - 1 = (k+2)! - 1$

Strarting with the left-hand side:

$\displaystyle\sum_{p=0}^{k+1} (p \cdot p!) = \displaystyle\sum_{p=0}^{k} (p \cdot p!) + (k+1)\cdot (k+1)!$

From the inductive hypothesis, we know that: $\displaystyle\sum_{p=0}^k (p \cdot p!) = (k+1)! - 1$

Thus, $\displaystyle\sum_{p=0}^{k} (p \cdot p!) + (k+1)\cdot (k+1)! = (k+1)! - 1 + (k+1)\cdot (k+1)! = (k+1)!(1+k+1) - 1 $
$= (k+2)! - 1$ which is what we needed to show.

Thus, for any arbitrarily chosen $k,$ if $P(k)$ is true then $P(k+1)$ is also true. Thus, by induction, the given claim is true. ",2,2,2,2,2,2,2,"Ben"
"155","Exam 4","learningStudy/WrittenInduction_Sum_v3","Let n be all natural numbers

Suppose $\sum_{p=0}^{n}$ (p*p!) = (n+1)! - 1

Base Case: n=0, 0*0! = 0 and (0+1)! - 1 = 0 

This must also hold true for $\sum_{p=0}^{n+1}$ (p*p!) = (n+2)! - 1",2,2,1,0,0,0,0,"Ben"
"156","Exam 4","learningStudy/WrittenInduction_Sum_v3","Let n be all natural numbers.

Suppose that the sum from p = 0 to n of p * p! is equal to (n+1)! - 1.

Induction hypothesis: for all natural numbers from 0...k-1, prove that the sum from p = 0 to k+1 of p * p! = (k+2)! - 1.

After rearranging the equation, it is proven that the sum from p = 0 to n of p * p! is equal to (n+1)! - 1 since the hypothesis was proven.",0,0,2,1,2,0,0,"Ben"
"157","Exam 4","learningStudy/WrittenInduction_Sum_v3","##### Base Case:
$\sum_{p=0}^{k-1}(p*p!)=(k)!-1$; when k = 1:  
$\sum_{p=0}^{0}(0*0!)=0*1=0$, where$(0)!-1=1-1=0$",2,2,0,0,0,0,0,"Ben"
"158","Exam 4","learningStudy/WrittenInduction_Sum_v3","base case: for n = 0, $\sum_{p=0}^{0}$ (p * p! ) = 0, ( 0 + 1)! -1 = 0, 
induction hypothesis: for natural numbers n, $\sum_{p=0}^{n}$ (p * p!) = (n+1)! -1. for all natural number k, 0.....k.
induction step: for $\sum_{p=0}^{k+1}$ (k * k!) = (k +1)! - 1
both side divide k!, k = k+1 - 1
k = k
thus, $\sum_{p=0}^{k+1}$ (k *k!) = (k+1)! - 1. that is what we need to shown. 
",2,2,2,2,2,0,0,"Ben"
"159","Exam 4","learningStudy/WrittenInduction_Sum_v3","I do not remember much from last week other than the form of the proofs. 

Base Case: $\sum_{p=0}^{n}$ (p*p!) = 0 = (0+1)! - 1

Inductive Hypothesis: For 0...k, n=k+1 the summation is equal to the expression on the right

Inductive Proof: I am not sure what would prove this, but this is what we needed to show.

",2,2,2,1,0,0,0,"Ben"
"160","Exam 4","learningStudy/WrittenInduction_Sum_v3","Base Case : $\sum_{p=0}^{1}(p*p!) = n(n+1)! - 1$ :

1 = 1

Inductive Hypothesis:


for some natural number n, the stated claim is true for all n such that n = 0.. n = k where k is a natural number

$\sum_{p=0}^{k+1}(p*p!) = (k+1)(k+2)! - 1$ :

We can expand the left side out to eventually be equal to a summation of ((0*0!) + (1*1!)...(k+1)(k+1)!)/(k+2)

simplify to (k+1)(k+2)! -1 = (k+1)(k+2)! - 1 which is what we needed to prove.",2,2,2,2,2,0,0,"Ben"
"161","Exam 4","learningStudy/WrittenInduction_Sum_v3","Base case: When p = 0, $\sum_{p=0}^{n}$(0*0!) = (0+1)!-1 = 0 

Inductive hypothesis: Suppose  $\sum_{p=0}^{n}$(p*p!) = (n+1)!-1 for some natural number k from 0..1..k 

Inductive step:  $\sum_{p=0}^{k}$(p*p!) = (k+1)!-1    

$\sum_{p=0}^{k}$(p*p!) = $\sum_{p=0}^{k}$((p+1)!) 

(k+1)!-1=(k+1)l-1

since  $\sum_{p=0}^{k}$(p*p!) = (k+1)!-1, $\sum_{p=0}^{n}$(p*p!) = (n+1)!-1
",2,2,2,1,1,0,0,"Ben"
"162","Exam 4","learningStudy/WrittenInduction_Sum_v3","Prove: $\sum_{p=0}^{n}$$(p*p!) = (n + 1)! -1$ for all natural numbers $n$

Base case: for n = 1, (0 * 0!) = (0 + 1)! - 1 = 0, so $P(0)$ holds.

Inductive hypothesis: Suupose that $\sum_{p=0}^{n}$$(p*p!)= (n + 1)! -1$  for some n in $0,1,2...k.$

$\sum_{p=0}^{k + 1}$$(p*p!)= ((k + 1) + 1)! -1$

$(k + 2)! - 1 = $ 

",2,2,2,1,1,0,0,"Ben"
